Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Implementing Large Genomic Single Nucleotide Polymorphism Data Sets in Phylogenetic Network Reconstructions: A Case Study of Particularly Rapid Radiations of Cichlid Fish,"Olave, Melisa; Meyer, Axel",,,,SYSTEMATIC BIOLOGY,SEP 2020,2020,69,5,,,,848,862,,10.1093/sysbio/syaa005,,,23,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5
Interdependent Phenotypic and Biogeographic Evolution Driven by Biotic Interactions,"Quintero, Ignacio; Landis, Michael J.",,,,SYSTEMATIC BIOLOGY,JUL 2020,2020,69,4,,,,739,755,,10.1093/sysbio/syz082,,,23,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,3
Serial Homology and Correlated Characters in Morphological Phylogenetics: Modeling the Evolution of Dental Crests in Placentals,"Billet, Guillaume; Bardin, Jeremie",,,,SYSTEMATIC BIOLOGY,MAR 2019,2019,68,2,,,,267,280,,10.1093/sysbio/syy071,,,23,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,8,5,3
Divergence Estimation in the Presence of Incomplete Lineage Sorting and Migration,"Jones, Graham R.",,,,SYSTEMATIC BIOLOGY,JAN 2019,2019,68,1,,,,19,31,,10.1093/sysbio/syy041,,,23,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,5,2
"Dating the Species Network: Allopolyploidy and Repetitive DNA Evolution in American Daisies (Melampodium sect. Melampodium, Asteraceae)","McCann, Jamie; Jang, Tae-Soo; Macas, Jiri; Schneeweiss, Gerald M.; Matzke, Nicholas J.; Novak, Petr; Stuessy, Tod F.; Villasenor, Jose L.; Weiss-Schneeweiss, Hanna",,,,SYSTEMATIC BIOLOGY,NOV 2018,2018,67,6,,,,1010,1024,,10.1093/sysbio/syy024,,,23,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,0
An Evaluation of Different Partitioning Strategies for Bayesian Estimation of Species Divergence Times,"Angelis, Konstantinos; Alvarez-Carretero, Sandra; Dos Reis, Mario; Yang, Ziheng",,,,SYSTEMATIC BIOLOGY,JAN 2018,2018,67,1,,,,61,77,,10.1093/sysbio/syx061,,,23,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,4,4,2
Construction of a Species-Level Tree of Life for the Insects and Utility in Taxonomic Profiling,"Chesters, Douglas",,,,SYSTEMATIC BIOLOGY,MAY 2017,2017,66,3,,,,426,439,,10.1093/sysbio/syw099,,,23,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,8,2,2
A Relaxed Directional Random Walk Model for Phylogenetic Trait Evolution,"Gill, Mandev S.; Ho, Lam Si Tung; Baele, Guy; Lemey, Philippe; Suchard, Marc A.",,,,SYSTEMATIC BIOLOGY,MAY 2017,2017,66,3,,,,299,319,,10.1093/sysbio/syw093,,,23,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,7,4,3
How Much Information is Needed to Infer Reticulate Evolutionary Histories?,"Huber, Katharina T.; Van Iersel, Leo; Moulton, Vincent; Wu, Taoyang",,,,SYSTEMATIC BIOLOGY,JAN 2015,2015,64,1,,,,102,111,,10.1093/sysbio/syu076,,,23,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,2,2,2,1
Phylogenetics and the Human Microbiome,"Matsen, Frederick A.",,,,SYSTEMATIC BIOLOGY,JAN 2015,2015,64,1,,,,E26,E41,,10.1093/sysbio/syu053,,,23,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,3,2,4,0
Low-Parameter Phylogenetic Inference Under the General Markov Model,"Holland, Barbara R.; Jarvis, Peter D.; Sumner, Jeremy G.",,,,SYSTEMATIC BIOLOGY,JAN 2013,2013,62,1,,,,78,92,,10.1093/sysbio/sys072,,,23,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,4,2,2,2,1,1,3
"Model Choice, Missing Data, and Taxon Sampling Impact Phylogenomic Inference of Deep Basidiomycota Relationships","Prasanna, Arun N.; Gerber, Daniel; Kijpornyongpan, Teeratas; Aime, M. Catherine; Doyle, Vinson P.; Nagy, Laszlo G.",,,,SYSTEMATIC BIOLOGY,JAN 2020,2020,69,1,,,,17,37,,10.1093/sysbio/syz029,,,22,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,4,4
A General Method for Simultaneously Accounting for Phylogenetic and Species Sampling Uncertainty via Rubin's Rules in Comparative Analysis,"Nakagawa, Shinichi; de Villemereuil, Pierre",,,,SYSTEMATIC BIOLOGY,JUL 2019,2019,68,4,,,,632,641,,10.1093/sysbio/syy089,,,22,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,5,3
Homoplasy-Based Partitioning Outperforms Alternatives in Bayesian Analysis of Discrete Morphological Data,"Rosa, Brunno B.; Melo, Gabriel A. R.; Barbeitos, Marcos S.",,,,SYSTEMATIC BIOLOGY,JUL 2019,2019,68,4,,,,657,671,,10.1093/sysbio/syz001,,,22,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,2
Likelihood of Tree Topologies with Fossils and Diversification Rate Estimation,"Didier, Gilles; Fau, Marine; Laurin, Michel",,,,SYSTEMATIC BIOLOGY,NOV 2017,2017,66,6,,,,964,987,,10.1093/sysbio/syx045,,,22,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,5,3,0,2
An Integrated Model of Phenotypic Trait Changes and Site-Specific Sequence Evolution,"Karin, Eli Levy; Wicke, Susann; Pupko, Tal; Mayrose, Itay",,,,SYSTEMATIC BIOLOGY,NOV 2017,2017,66,6,,,,917,933,,10.1093/sysbio/syx032,,,22,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,6,2,2,1
Displayed Trees Do Not Determine Distinguishability Under the Network Multispecies Coalescent,"Zhu, Sha; Degnan, James H.",,,,SYSTEMATIC BIOLOGY,MAR 2017,2017,66,2,,,SI,283,298,,10.1093/sysbio/syw097,,,22,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,6,2,1
Inferring Bounded Evolution in Phenotypic Characters from Phylogenetic Comparative Data,"Boucher, Florian C.; Demery, Vincent",,,,SYSTEMATIC BIOLOGY,JUL 2016,2016,65,4,,,,651,661,,10.1093/sysbio/syw015,,,22,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,4,1,5
Historical Species Distribution Models Predict Species Limits in Western Plethodon Salamanders,"Pelletier, Tara A.; Crisafulli, Charlie; Wagner, Steve; Zellmer, Amanda J.; Carstens, Bryan C.",,,,SYSTEMATIC BIOLOGY,NOV 2015,2015,64,6,,,,909,925,,10.1093/sysbio/syu090,,,22,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,1,2,3,2,2
Standard Sister Clade Comparison Fails when Testing Derived Character States,"Kaefer, Jos; Mousset, Sylvain",,,,SYSTEMATIC BIOLOGY,JUL 2014,2014,63,4,,,,601,609,,10.1093/sysbio/syu024,,,22,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,3,2,0,2,0,4
The Estimation of Tree Posterior Probabilities Using Conditional Clade Probability Distributions,"Larget, Bret",,,,SYSTEMATIC BIOLOGY,JUL 2013,2013,62,4,,,,501,511,,10.1093/sysbio/syt014,,,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,4,3,4,1,0,1
Phylogenomic and Macroevolutionary Evidence for an Explosive Radiation of a Plant Genus in the Miocene,"Kong, Hanghui; Condamine, Fabien L.; Yang, Lihua; Harris, A. J.; Feng, Chao; Wen, Fang; Kang, Ming",,,,SYSTEMATIC BIOLOGY,APR 19 2022,2022,71,3,,,,589,609,,10.1093/sysbio/syab068,,,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
DNA Barcodes Combined with Multilocus Data of Representative Taxa Can Generate Reliable Higher-Level Phylogenies,"Talavera, Gerard; Lukhtanov, Vladimir; Pierce, Naomi E.; Vila, Roger",,,,SYSTEMATIC BIOLOGY,FEB 10 2022,2022,71,2,,,,382,395,,10.1093/sysbio/syab038,,,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9
Phylogenomics of Piranhas and Pacus (Serrasalmidae) Uncovers How Dietary Convergence and Parallelism Obfuscate Traditional Morphological Taxonomy,"Kolmann, M. A.; Hughes, L. C.; Hernandez, L. P.; Arcila, D.; Betancur-R, R.; Sabaj, M. H.; Lopez-Fernandez, H.; Orti, G.",,,,SYSTEMATIC BIOLOGY,MAY 2021,2021,70,3,,,,576,592,,10.1093/sysbio/syaa065,,,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,4
Morphological Characters Can Strongly Influence Early Animal Relationships Inferred from Phylogenomic Data Sets,"Neumann, Johannes S.; Desalle, Rob; Narechania, Apurva; Schierwater, Bernd; Tessler, Michael",,,,SYSTEMATIC BIOLOGY,MAR 2021,2021,70,2,,,,360,375,,10.1093/sysbio/syaa038,,,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7
A Total-Group Phylogenetic Metatree for Cetacea and the Importance of Fossil Data in Diversification Analyses,"Lloyd, Graeme T.; Slater, Graham J.",,,,SYSTEMATIC BIOLOGY,SEP 2021,2021,70,5,,,,922,939,,10.1093/sysbio/syab002,,,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9
Defining Species When There is Gene Flow,"Jiao, Xiyun; Yang, Ziheng",,,,SYSTEMATIC BIOLOGY,JAN 2021,2021,70,1,,,,108,119,,10.1093/sysbio/syaa052,,,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,2
A Multitype Birth-Death Model for Bayesian Inference of Lineage-Specific Birth and Death Rates,"Barido-Sottani, Joelle; Vaughan, Timothy G.; Stadler, Tanja",,,,SYSTEMATIC BIOLOGY,SEP 2020,2020,69,5,,,,973,986,,10.1093/sysbio/syaa016,,,21,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6
A Bayesian Approach for Inferring the Impact of a Discrete Character on Rates of Continuous-Character Evolution in the Presence of Background-Rate Variation,"May, Michael R.; Moore, Brian R.",,,,SYSTEMATIC BIOLOGY,MAY 2020,2020,69,3,,,,530,544,,10.1093/sysbio/syz069,,,21,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,4
The Search for Common Origin: Homology Revisited,"Ochoterena, Helga; Vrijdaghs, Alexander; Smets, Erik; Classen-Bockhoff, Regine",,,,SYSTEMATIC BIOLOGY,SEP 2019,2019,68,5,,,,767,780,,10.1093/sysbio/syz013,,,21,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,1,7
An Assessment of Phylogenetic Tools for Analyzing the Interplay Between Interspecific Interactions and Phenotypic Evolution,"Drury, J. P.; Grether, G. F.; Garland, T., Jr.; Morlon, H.",,,,SYSTEMATIC BIOLOGY,MAY 2018,2018,67,3,,,,413,427,,10.1093/sysbio/syx079,,,21,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,6,3,1
ProtASR: An Evolutionary Framework for Ancestral Protein Reconstruction with Selection on Folding Stability,"Arenas, Miguel; Weber, Claudia C.; Liberles, David A.; Bastolla, Ugo",,,,SYSTEMATIC BIOLOGY,NOV 2017,2017,66,6,,,,1054,1064,,10.1093/sysbio/syw121,,,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,4,0
Estimating Bayesian Phylogenetic Information Content,"Lewis, Paul O.; Chen, Ming-Hui; Kuo, Lynn; Lewis, Louise A.; Fucikova, Karolina; Neupane, Suman; Wang, Yu-Bo; Shi, Daoyuan",,,,SYSTEMATIC BIOLOGY,NOV 2016,2016,65,6,,,,1009,1023,,10.1093/sysbio/syw042,,,21,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,5,1
"Maximum Likelihood Phylogenetic Inference is Consistent on Multiple Sequence Alignments, with or without Gaps","Truszkowski, Jakub; Goldman, Nick",,,,SYSTEMATIC BIOLOGY,MAR 2016,2016,65,2,,,,328,333,,10.1093/sysbio/syv089,,,21,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,2,3,5,3
